t,temp
2003-10-23,27.70878512
2003-10-24,27.43547107
2003-10-25,27.30170248
2003-10-26,27.38544628
2003-10-27,27.6681405
2003-10-28,27.78780165
2003-10-29,27.50681818
2003-10-30,27.54008264
2003-10-31,27.39078512
2003-11-01,27.1348595
2003-11-02,25.83981818
2003-11-03,25.75342149
2003-11-04,27.38228099
2003-11-05,27.09516529
2003-11-06,27.3967686
2003-11-07,27.5291405
2003-11-08,27.50249587
2003-11-09,27.39550413
2003-11-10,27.48015702
2003-11-11,26.91732231
2003-11-12,26.48876033
2003-11-13,26.32664463
2003-11-14,26.19207438
2003-11-15,26.12966942
2003-11-16,26.45496694
2003-11-17,26.35914876
2003-11-18,26.77770248
2003-11-19,26.68463636
2003-11-20,26.29407438
2003-11-21,26.40575207
2003-11-22,26.50820661
2003-11-23,26.41866942
2003-11-24,26.16123967
2003-11-25,26.21091736
2003-11-26,26.52269421
2003-11-27,26.54367769
2003-11-28,26.23428926
2003-11-29,26.03399174
2003-11-30,25.86361983
2003-12-01,25.51321488
2003-12-02,25.35882645
2003-12-03,25.16133058
2003-12-04,25.38604132
2003-12-05,25.53550413
2003-12-06,24.37040496
2003-12-07,24.37882645
2003-12-08,24.29433058
2003-12-09,23.79709917
2003-12-10,23.76795041
2003-12-11,23.84605785
2003-12-12,24.07930579
2003-12-13,24.1405124
2003-12-14,23.9971405
2003-12-15,23.6321157
2003-12-16,23.30214876
2003-12-17,23.66065289
2003-12-18,22.78254545
2003-12-19,24.11303306
2003-12-20,22.93043802
2003-12-21,23.11675207
2003-12-22,23.33227273
2003-12-23,23.3438843
2003-12-24,23.3562562
2003-12-25,23.51909091
2003-12-26,23.5487686
2003-12-27,23.55419008
2003-12-28,23.51557851
2003-12-29,24.23684298
2003-12-30,24.01795041
2003-12-31,24.729
2004-01-01,24.33599174
2004-01-02,24.04279339
2004-01-03,24.02115702
2004-01-04,24.0802314
2004-01-05,23.54666942
2004-01-06,23.10684298
2004-01-07,23.12761157
2004-01-08,22.87428099
2004-01-09,22.6628843
2004-01-10,22.80069421
2004-01-11,23.25959504
2004-01-12,23.76894215
2004-01-13,23.98639669
2004-01-14,23.83521488
2004-01-15,24.31618182
2004-01-16,23.73144628
2004-01-17,23.59868595
2004-01-18,23.46175207
2004-01-19,23.32328099
2004-01-20,23.14171901
2004-01-21,22.85021488
2004-01-22,22.93443802
2004-01-23,23.19057025
2004-01-24,23.22634711
2004-01-25,23.33431405
2004-01-26,23.35061157
2004-01-27,23.04163636
2004-01-28,22.63610744
2004-01-29,22.5655124
2004-01-30,22.47004132
2004-01-31,21.96090083
2004-02-01,21.8642314
2004-02-02,22.19503306
2004-02-03,22.54308264
2004-02-04,22.95213223
2004-02-05,23.10404959
2004-02-06,23.44420661
2004-02-07,23.61190083
2004-02-08,23.68444628
2004-02-09,23.39800826
2004-02-10,23.10968595
2004-02-11,23.09542975
2004-02-12,24.57457851
2004-02-13,24.99936364
2004-02-14,24.86794215
2004-02-15,24.18917355
2004-02-16,23.82797521
2004-02-17,23.74261983
2004-02-18,23.44918182
2004-02-19,21.74504959
2004-02-20,21.99314876
2004-02-21,21.96059504
2004-02-22,21.9387686
2004-02-23,21.95257025
2004-02-24,23.14738017
2004-02-25,24.98973554
2004-02-26,23.04180992
2004-02-27,22.9993719
2004-02-28,22.62577686
2004-02-29,21.42689256
2004-03-01,21.43119835
2004-03-02,21.8693719
2004-03-03,22.10342149
2004-03-04,22.4493719
2004-03-05,23.28080165
2004-03-06,23.3667438
2004-03-07,24.04738843
2004-03-08,24.62347934
2004-03-09,24.47933884
2004-03-10,23.85818182
2004-03-11,23.10290083
2004-03-12,23.20982645
2004-03-13,23.17805785
2004-03-14,22.94175207
2004-03-15,23.19934711
2004-03-16,23.64699174
2004-03-17,23.80580165
2004-03-18,23.90936364
2004-03-19,23.93142149
2004-03-20,23.65208264
2004-03-21,23.80571901
2004-03-22,23.87805785
2004-03-23,24.11822314
2004-03-24,24.13301653
2004-03-25,24.15718182
2004-03-26,24.18081818
2004-03-27,24.54121488
2004-03-28,24.42641322
2004-03-29,24.28312397
2004-03-30,24.17543802
2004-03-31,24.35306612
2004-04-01,24.48138843
2004-04-02,24.2432562
2004-04-03,23.5498595
2004-04-04,23.50190083
2004-04-05,23.5633719
2004-04-06,23.86617355
2004-04-07,24.48412397
2004-04-08,24.59082645
2004-04-09,24.74707438
2004-04-10,26.27023967
2004-04-11,26.25661157
2004-04-12,25.19699174
2004-04-13,23.08118182
2004-04-14,22.94004132
2004-04-15,22.6214876
2004-04-16,22.36641322
2004-04-17,22.05952066
2004-04-18,21.97914876
2004-04-19,22.71933058
2004-04-20,23.17419008
2004-04-21,23.69568595
2004-04-22,24.38204959
2004-04-23,24.53995868
2004-04-24,24.62794215
2004-04-25,25.15568595
2004-04-26,25.30885124
2004-04-27,26.29622314
2004-04-28,26.33795041
2004-04-29,26.60502479
2004-04-30,26.53897521
2004-05-01,26.8002314
2004-05-02,26.95368595
2004-05-03,26.71531405
2004-05-04,26.82866942
2004-05-05,26.89965289
2004-05-06,26.56199174
2004-05-07,25.64634711
2004-05-08,25.10570248
2004-05-09,24.8608843
2004-05-10,25.13423967
2004-05-11,25.4308843
2004-05-12,25.53604959
2004-05-13,25.37256198
2004-05-14,25.56418182
2004-05-15,25.69131405
2004-05-16,25.86071901
2004-05-17,26.04394215
2004-05-18,26.03321488
2004-05-19,26.37515702
2004-05-20,26.37809917
2004-05-21,26.16428926
2004-05-22,26.3078595
2004-05-23,26.67889256
2004-05-24,26.98533884
2004-05-25,27.10871901
2004-05-26,27.2897438
2004-05-27,27.71626446
2004-05-28,28.0545124
2004-05-29,28.45838843
2004-05-30,28.86861983
2004-05-31,28.85724793
2004-06-01,29.35323967
2004-06-02,28.83455372
2004-06-03,28.95190083
2004-06-04,29.65583471
2004-06-05,29.56402479
2004-06-06,29.4212562
2004-06-07,29.3061405
2004-06-08,29.40132231
2004-06-09,29.62290909
2004-06-10,29.61196694
2004-06-11,29.28777686
2004-06-12,29.67729752
2004-06-13,29.90576033
2004-06-14,30.0631405
2004-06-15,30.65228926
2004-06-16,30.53946281
2004-06-17,30.13157025
2004-06-18,30.10692562
